Store_Id,Department,Year_Month,Sales_Target,Sales_Actual,Sales_Variance,Sales_Target_Achievement_Pct,Customer_Satisfaction,Nps_Score,Waste_Percentage,On_Time_Delivery,Operational_Efficiency_Status
STR100,Fresh Produce,2024-02-01,39600,32077.7,-7522.299999999999,81,8,64.8,2.08,94.8,Low Efficiency
STR100,Meat/Fish & Bakery,2024-02-01,30800,32549.44,1749.4399999999987,105.68,7.5,34.6,3.15,92.8,High Efficiency
STR101,Store Operations,2024-02-01,158400,162626.35,4226.350000000006,102.67,8.6,47.9,1.94,94.1,High Efficiency
STR101,Fresh Produce,2024-02-01,39600,32170.06,-7429.939999999999,81.24,6.7,-0.2,3.83,88.9,Low Efficiency
STR101,Meat/Fish & Bakery,2024-02-01,30800,34385.39,3585.3899999999994,111.64,7.9,47.7,2.95,91.9,High Efficiency
STR102,Store Operations,2024-02-01,158400,146662.92,-11737.079999999987,92.59,6.5,12.4,1.79,94.5,Standard
STR102,Fresh Produce,2024-02-01,39600,45497.63,5897.629999999997,114.89,5.9,31.8,2.61,86.8,High Efficiency
STR102,Meat/Fish & Bakery,2024-02-01,30800,27296.97,-3503.029999999999,88.63,8.1,46.9,3.43,91.7,Low Efficiency
STR103,Store Operations,2024-02-01,205920,204968.86,-951.140000000014,99.54,7.7,33.8,1.65,93.7,Standard
STR103,Fresh Produce,2024-02-01,51480,55891.25,4411.25,108.57,6.8,27.4,4.57,94.7,High Efficiency
STR103,Meat/Fish & Bakery,2024-02-01,40040,34085,-5955,85.13,9.7,90.3,3.17,92.5,Low Efficiency
STR104,Store Operations,2024-02-01,370656,290625.11,-80030.89000000001,78.41,8.9,77.2,1.01,92.4,Low Efficiency
STR104,Fresh Produce,2024-02-01,92664,91096.29,-1567.7100000000064,98.31,7.6,43,2.97,97.5,Standard
STR104,Meat/Fish & Bakery,2024-02-01,72072,69214.65,-2857.350000000006,96.04,7,18.4,1.6,95.8,Standard
STR105,Store Operations,2024-02-01,205920,258424.38,52504.380000000005,125.5,7.4,34,0.73,95.2,High Efficiency
STR105,Fresh Produce,2024-02-01,51480,46981.06,-4498.940000000002,91.26,7.1,42.8,2.22,92.9,Standard
STR105,Meat/Fish & Bakery,2024-02-01,40040,41902.55,1862.550000000003,104.65,9.5,93.8,2.24,91.7,High Efficiency
STR106,Store Operations,2024-02-01,158400,197723.78,39323.78,124.83,6.8,40.4,1.8,92.8,High Efficiency
STR106,Fresh Produce,2024-02-01,39600,37950.09,-1649.9100000000035,95.83,6.1,-16.9,4.01,89.6,Standard
STR106,Meat/Fish & Bakery,2024-02-01,30800,35813.93,5013.93,116.28,8.8,72,2.78,93.6,High Efficiency
STR107,Store Operations,2024-02-01,95040,87624.14,-7415.860000000001,92.2,8.5,40.4,1.57,90.3,Standard
STR107,Fresh Produce,2024-02-01,23760,21088.1,-2671.9000000000015,88.75,7.2,51,2.52,92.9,Low Efficiency
STR107,Meat/Fish & Bakery,2024-02-01,18480,15494.42,-2985.58,83.84,7.7,41.1,3.8,92.5,Low Efficiency
STR108,Store Operations,2024-02-01,158400,148622.24,-9777.76000000001,93.83,5.8,24.4,1.73,93.9,Standard
STR108,Fresh Produce,2024-02-01,39600,45141.58,5541.580000000002,113.99,7.9,50.3,5.37,92.5,Standard
STR108,Meat/Fish & Bakery,2024-02-01,30800,27134.86,-3665.1399999999994,88.1,6.8,35,3.93,93.9,Low Efficiency
STR109,Store Operations,2024-02-01,158400,150221.96,-8178.040000000008,94.84,7.4,9.1,0.78,96.2,Standard
STR109,Fresh Produce,2024-02-01,39600,26870.58,-12729.419999999998,67.86,7.5,51,5.36,98.3,Low Efficiency
STR109,Meat/Fish & Bakery,2024-02-01,30800,27780.97,-3019.029999999999,90.2,6.6,11.3,4.59,93.8,Standard
STR110,Store Operations,2024-02-01,158400,109857.62,-48542.380000000005,69.35,7.4,7.4,0.93,93.2,Low Efficiency
STR110,Fresh Produce,2024-02-01,39600,33798.36,-5801.639999999999,85.35,4.7,7.4,5.13,87.5,Low Efficiency
STR110,Meat/Fish & Bakery,2024-02-01,30800,27344.62,-3455.380000000001,88.78,6.7,28.6,1.56,94.2,Low Efficiency
STR111,Store Operations,2024-02-01,285120,336729.85,51609.84999999998,118.1,8.6,58.5,1.41,94.1,High Efficiency
STR111,Fresh Produce,2024-02-01,71280,82905.86,11625.86,116.31,8.6,59.2,4.12,87.2,High Efficiency
STR111,Meat/Fish & Bakery,2024-02-01,55440,66524.43,11084.429999999993,119.99,6.6,30.9,4.3,86.2,High Efficiency
STR112,Store Operations,2024-02-01,285120,262675.66,-22444.340000000026,92.13,6.5,44.5,1.14,94.4,Standard
STR112,Fresh Produce,2024-02-01,71280,82281.48,11001.479999999996,115.43,8.5,94.5,5.98,88.8,Standard
STR112,Meat/Fish & Bakery,2024-02-01,55440,44059.81,-11380.190000000002,79.47,8,49.9,1.57,95.6,Low Efficiency
STR113,Store Operations,2024-02-01,158400,141027.01,-17372.98999999999,89.03,7.6,62,1.31,94.3,Low Efficiency
STR113,Fresh Produce,2024-02-01,39600,44838.23,5238.230000000003,113.23,7.2,31,4,95.8,High Efficiency
STR113,Meat/Fish & Bakery,2024-02-01,30800,27956.38,-2843.619999999999,90.77,5.8,1,3.41,92.5,Standard
STR114,Store Operations,2024-02-01,158400,175776.59,17376.589999999997,110.97,6.4,8.4,1.65,93.2,High Efficiency
STR114,Fresh Produce,2024-02-01,39600,47049.17,7449.169999999998,118.81,7.8,50.4,5.32,93.8,Standard
STR114,Meat/Fish & Bakery,2024-02-01,30800,30471.54,-328.4599999999991,98.93,6,-0.4,1.94,94,Standard
STR115,Store Operations,2024-02-01,285120,365022.68,79902.68,128.02,6.5,22.7,1.07,88.8,High Efficiency
STR115,Fresh Produce,2024-02-01,71280,59535.54,-11744.46,83.52,9.4,47.6,5.36,87.7,Low Efficiency
STR115,Meat/Fish & Bakery,2024-02-01,55440,61408.16,5968.1600000000035,110.77,5.4,-14.7,3.45,94.8,High Efficiency
STR116,Store Operations,2024-02-01,95040,84142.15,-10897.850000000006,88.53,6.8,20.7,0.6,93.2,Low Efficiency
STR116,Fresh Produce,2024-02-01,23760,25587.42,1827.4199999999983,107.69,7.7,26.6,3.34,97.4,High Efficiency
STR116,Meat/Fish & Bakery,2024-02-01,18480,21521.45,3041.4500000000007,116.46,7.6,40.2,3.25,89.7,High Efficiency
STR117,Store Operations,2024-02-01,123552,124729.05,1177.050000000003,100.95,8.3,53.9,0.99,94.2,High Efficiency
STR117,Fresh Produce,2024-02-01,30888,38205.61,7317.610000000001,123.69,8.5,63.1,3.16,96.8,High Efficiency
STR117,Meat/Fish & Bakery,2024-02-01,24024,30532.81,6508.810000000001,127.09,7.8,55,2.2,90.8,High Efficiency
STR118,Store Operations,2024-02-01,158400,138511.87,-19888.130000000005,87.44,7.1,33.7,0.54,94.3,Low Efficiency
STR118,Fresh Produce,2024-02-01,39600,36156.62,-3443.3799999999974,91.3,8.2,79.1,4.03,93.7,Standard
STR118,Meat/Fish & Bakery,2024-02-01,30800,32049.31,1249.3100000000013,104.06,7.3,46.8,4.46,94.4,High Efficiency
STR119,Store Operations,2024-02-01,205920,195927.23,-9992.76999999999,95.15,8.4,68.5,1.63,93.1,Standard
STR119,Fresh Produce,2024-02-01,51480,49943.96,-1536.0400000000009,97.02,7.4,50,3.88,92.5,Standard
STR119,Meat/Fish & Bakery,2024-02-01,40040,47478.14,7438.139999999999,118.58,8,53.6,3.19,93.7,High Efficiency
STR120,Store Operations,2024-02-01,158400,194470.93,36070.92999999999,122.77,7.9,53.2,0.95,92.3,High Efficiency
STR120,Fresh Produce,2024-02-01,39600,30860.2,-8739.8,77.93,6.8,19.7,2.38,91,Low Efficiency
STR120,Meat/Fish & Bakery,2024-02-01,30800,28607.16,-2192.84,92.88,8.3,37.2,2.24,97,Standard
STR121,Store Operations,2024-02-01,158400,178429.57,20029.570000000007,112.64,9,76.9,0.51,90.1,High Efficiency
STR121,Fresh Produce,2024-02-01,39600,42918.04,3318.040000000001,108.38,6.7,4.3,4.02,92.8,High Efficiency
STR121,Meat/Fish & Bakery,2024-02-01,30800,40936.44,10136.440000000002,132.91,6.9,27.5,3.99,91.9,High Efficiency
STR122,Store Operations,2024-02-01,205920,226852.16,20932.160000000003,110.17,7.2,28.2,0.78,98.6,High Efficiency
STR122,Fresh Produce,2024-02-01,51480,46676.71,-4803.290000000001,90.67,6.7,30.5,5.12,93,Standard
STR122,Meat/Fish & Bakery,2024-02-01,40040,43801.71,3761.709999999999,109.39,8,41.9,2.53,92.7,High Efficiency
STR123,Store Operations,2024-02-01,95040,79924.86,-15115.14,84.1,7.6,30.6,1.35,98.1,Low Efficiency
STR123,Fresh Produce,2024-02-01,23760,25414.76,1654.7599999999984,106.96,7.8,47.7,5.96,98,Standard
STR123,Meat/Fish & Bakery,2024-02-01,18480,25059.98,6579.98,135.61,9.5,76.2,2.09,93.4,High Efficiency
STR124,Store Operations,2024-02-01,205920,156564,-49356,76.03,9.2,60.3,1.07,93.1,Low Efficiency
STR124,Fresh Produce,2024-02-01,51480,62714.4,11234.400000000001,121.82,6,-9.4,3.09,88.5,High Efficiency
STR124,Meat/Fish & Bakery,2024-02-01,40040,37635.58,-2404.4199999999983,93.99,6.8,12.2,3.83,92.7,Standard
STR125,Store Operations,2024-02-01,158400,176960.52,18560.51999999999,111.72,6,-0.9,1.17,100,High Efficiency
STR125,Fresh Produce,2024-02-01,39600,30274.45,-9325.55,76.45,8,42.9,5.5,100,Low Efficiency
STR125,Meat/Fish & Bakery,2024-02-01,30800,21883.7,-8916.3,71.05,7.6,47.9,1.89,94.7,Low Efficiency
STR126,Store Operations,2024-02-01,285120,249206.39,-35913.609999999986,87.4,9,45.2,1.6,93.5,Low Efficiency
STR126,Fresh Produce,2024-02-01,71280,68616.75,-2663.25,96.26,7.8,36.7,3.12,90.8,Standard
STR126,Meat/Fish & Bakery,2024-02-01,55440,69000.79,13560.789999999994,124.46,7.7,34.9,2.11,95.9,High Efficiency
STR127,Store Operations,2024-02-01,123552,105246,-18306,85.18,7.1,29.3,1.09,93,Low Efficiency
STR127,Fresh Produce,2024-02-01,30888,38276.89,7388.889999999999,123.92,8.1,61.8,2.13,92.4,High Efficiency
STR127,Meat/Fish & Bakery,2024-02-01,24024,31429.05,7405.049999999999,130.82,6.6,37.9,4.53,90.5,High Efficiency
STR128,Store Operations,2024-02-01,285120,286279.07,1159.070000000007,100.41,6.6,27.3,0.87,91.1,High Efficiency
STR128,Fresh Produce,2024-02-01,71280,61678.09,-9601.910000000003,86.53,6.8,15,4.79,91.8,Low Efficiency
STR128,Meat/Fish & Bakery,2024-02-01,55440,55331.73,-108.2699999999968,99.8,8.1,70.4,3.17,95.1,Standard
STR129,Store Operations,2024-02-01,158400,163743.26,5343.260000000009,103.37,7.4,36,1.55,94.6,High Efficiency
STR129,Fresh Produce,2024-02-01,39600,47492.68,7892.68,119.93,8.8,73.7,4.07,96.9,High Efficiency
STR129,Meat/Fish & Bakery,2024-02-01,30800,28607.97,-2192.029999999999,92.88,8.2,71.6,4.55,97.1,Standard
STR130,Store Operations,2024-02-01,205920,282918.74,76998.73999999999,137.39,7.1,51.4,0.92,96.9,High Efficiency
STR130,Fresh Produce,2024-02-01,51480,33631.13,-17848.870000000003,65.33,7.3,37,5.5,92.7,Low Efficiency
STR130,Meat/Fish & Bakery,2024-02-01,40040,40244.57,204.5699999999997,100.51,8.3,68.1,2.3,96.9,High Efficiency
STR131,Store Operations,2024-02-01,285120,302159.49,17039.48999999999,105.98,5.7,25,1.47,94.3,High Efficiency
STR131,Fresh Produce,2024-02-01,71280,76195.07,4915.070000000007,106.9,8.1,69,5.77,89.1,Standard
STR131,Meat/Fish & Bakery,2024-02-01,55440,59307.86,3867.8600000000006,106.98,7.1,24,2.92,96.3,High Efficiency
STR132,Store Operations,2024-02-01,370656,344874.59,-25781.409999999974,93.04,7.8,43.1,1.35,94.9,Standard
STR132,Fresh Produce,2024-02-01,92664,117748.83,25084.83,127.07,8.6,54.2,4.2,92.9,High Efficiency
STR132,Meat/Fish & Bakery,2024-02-01,72072,67592.14,-4479.860000000001,93.78,8,35.7,4.8,98.6,Standard
STR133,Store Operations,2024-02-01,285120,297901.18,12781.179999999993,104.48,7.1,28.9,0.82,94.3,High Efficiency
STR133,Fresh Produce,2024-02-01,71280,73116.7,1836.699999999997,102.58,8.1,83.9,2.71,92.7,High Efficiency
STR133,Meat/Fish & Bakery,2024-02-01,55440,57957.53,2517.529999999999,104.54,8.3,17.7,4.38,88.9,High Efficiency
STR134,Store Operations,2024-02-01,158400,139759.93,-18640.070000000007,88.23,7.1,62.2,1.9,94.3,Low Efficiency
STR134,Fresh Produce,2024-02-01,39600,42584.29,2984.290000000001,107.54,9,66.9,3.17,94.3,High Efficiency
STR134,Meat/Fish & Bakery,2024-02-01,30800,38109,7309,123.73,7.3,43.6,1.56,97.2,High Efficiency
STR135,Store Operations,2024-02-01,158400,164443.47,6043.470000000001,103.82,9.2,69,0.75,93.4,High Efficiency
STR135,Fresh Produce,2024-02-01,39600,47247.89,7647.889999999999,119.31,9.8,100,5.25,94.8,Standard
STR135,Meat/Fish & Bakery,2024-02-01,30800,28999.67,-1800.3300000000017,94.15,9.1,49.5,4.78,91.9,Standard
STR136,Store Operations,2024-02-01,205920,194336.86,-11583.140000000014,94.37,7.9,55.3,1.12,89.4,Standard
STR136,Fresh Produce,2024-02-01,51480,56441.4,4961.4000000000015,109.64,6.9,37.8,5.6,93.5,Standard
STR136,Meat/Fish & Bakery,2024-02-01,40040,44045.72,4005.720000000001,110,7.3,63.6,2.47,94.3,High Efficiency
STR137,Store Operations,2024-02-01,158400,138862.82,-19537.179999999993,87.67,8.9,57.4,1.93,89.5,Low Efficiency
STR137,Fresh Produce,2024-02-01,39600,38584.75,-1015.25,97.44,7.7,47,2.96,97.7,Standard
STR137,Meat/Fish & Bakery,2024-02-01,30800,24766.7,-6033.299999999999,80.41,5.5,10.4,4.36,98.5,Low Efficiency
STR138,Store Operations,2024-02-01,285120,347959.64,62839.640000000014,122.04,6.9,40.6,1.56,93.2,High Efficiency
STR138,Fresh Produce,2024-02-01,71280,57801.38,-13478.620000000003,81.09,7.2,30.7,2.98,93.2,Low Efficiency
STR138,Meat/Fish & Bakery,2024-02-01,55440,46144.91,-9295.089999999997,83.23,7.1,33.4,2.37,93.5,Low Efficiency
STR139,Store Operations,2024-02-01,95040,75528.95,-19511.050000000003,79.47,7.8,18.7,0.63,93.8,Low Efficiency
STR139,Fresh Produce,2024-02-01,23760,23648.01,-111.9900000000016,99.53,7.9,28.3,3.98,92.7,Standard
STR139,Meat/Fish & Bakery,2024-02-01,18480,14547.82,-3932.1800000000003,78.72,8.5,35.7,3.35,93.6,Low Efficiency
STR140,Store Operations,2024-02-01,158400,99443.5,-58956.5,62.78,7.9,55.3,1.06,89.2,Low Efficiency
STR140,Fresh Produce,2024-02-01,39600,40832.97,1232.9700000000012,103.11,5.8,20.4,4.54,96,High Efficiency
STR140,Meat/Fish & Bakery,2024-02-01,30800,37836.69,7036.690000000002,122.85,7.6,49.7,3.34,94.1,High Efficiency
STR141,Store Operations,2024-02-01,205920,188828.35,-17091.649999999994,91.7,5.6,-25.1,0.74,93.7,Standard
STR141,Fresh Produce,2024-02-01,51480,58550.81,7070.809999999998,113.74,7.3,25.6,5.03,90,Standard
STR141,Meat/Fish & Bakery,2024-02-01,40040,42399.86,2359.8600000000006,105.89,9.2,86,4.77,91.7,High Efficiency
STR142,Store Operations,2024-02-01,205920,212032.08,6112.079999999987,102.97,9.2,69.6,0.93,94.3,High Efficiency
STR142,Fresh Produce,2024-02-01,51480,43357.84,-8122.1600000000035,84.22,6.2,22.7,4.97,93.5,Low Efficiency
STR142,Meat/Fish & Bakery,2024-02-01,40040,35990.31,-4049.6900000000023,89.89,9.3,63.2,3.09,93,Low Efficiency
STR143,Store Operations,2024-02-01,370656,344359.92,-26296.080000000016,92.91,6.2,7.8,0.56,91.1,Standard
STR143,Fresh Produce,2024-02-01,92664,108045.53,15381.529999999999,116.6,9.3,100,4.94,94.3,High Efficiency
STR143,Meat/Fish & Bakery,2024-02-01,72072,71184.41,-887.5899999999965,98.77,7.2,53,1.55,93.2,Standard
STR144,Store Operations,2024-02-01,285120,323251.41,38131.409999999974,113.37,7.7,32.2,1.78,98.8,High Efficiency
STR144,Fresh Produce,2024-02-01,71280,73227.65,1947.6499999999942,102.73,7.8,68.6,2.39,88.6,High Efficiency
STR144,Meat/Fish & Bakery,2024-02-01,55440,59097.79,3657.790000000001,106.6,7,10,2.53,94.1,High Efficiency
STR145,Store Operations,2024-02-01,205920,222572.38,16652.380000000005,108.09,5,-11.1,1.06,88.5,High Efficiency
STR145,Fresh Produce,2024-02-01,51480,57324.78,5844.779999999999,111.35,6,-10.5,2.12,94.9,High Efficiency
STR145,Meat/Fish & Bakery,2024-02-01,40040,39994.87,-45.12999999999738,99.89,8.7,85.2,1.62,92.6,Standard
STR146,Store Operations,2024-02-01,95040,87997.12,-7042.880000000005,92.59,8.9,92.7,1.32,95,Standard
STR146,Fresh Produce,2024-02-01,23760,24113.96,353.9599999999991,101.49,7.3,33.3,3.76,98.4,High Efficiency
STR146,Meat/Fish & Bakery,2024-02-01,18480,20555.95,2075.9500000000007,111.23,6.2,19.2,4.2,96.4,High Efficiency
STR147,Store Operations,2024-02-01,95040,88312.92,-6727.080000000002,92.92,8.1,31.8,1.34,87.9,Standard
STR147,Fresh Produce,2024-02-01,23760,24159.16,399.15999999999985,101.68,6.9,48.4,3.26,94.1,High Efficiency
STR147,Meat/Fish & Bakery,2024-02-01,18480,19828.62,1348.619999999999,107.3,6.8,35.4,4.81,99.3,High Efficiency
STR148,Store Operations,2024-02-01,205920,175738.66,-30181.339999999997,85.34,6.8,32.1,1.09,97,Low Efficiency
STR148,Fresh Produce,2024-02-01,51480,59886.36,8406.36,116.33,7.2,52.6,3.48,95.7,High Efficiency
STR148,Meat/Fish & Bakery,2024-02-01,40040,49089.55,9049.550000000003,122.6,8,42.7,3.54,85.6,High Efficiency
STR149,Store Operations,2024-02-01,123552,116005.75,-7546.25,93.89,8.2,58.8,1.22,95.6,Standard
STR149,Fresh Produce,2024-02-01,30888,25758.28,-5129.720000000001,83.39,5.8,-29.6,3.68,96.8,Low Efficiency
STR149,Meat/Fish & Bakery,2024-02-01,24024,26368.95,2344.9500000000007,109.76,6.6,3.4,3.64,94.2,High Efficiency
STR150,Store Operations,2024-02-01,158400,156529.79,-1870.2099999999919,98.82,6.1,-0.8,0.98,100,Standard
STR150,Fresh Produce,2024-02-01,39600,42510.37,2910.3700000000026,107.35,7.9,60.4,3.57,92.2,High Efficiency
STR150,Meat/Fish & Bakery,2024-02-01,30800,23522.63,-7277.369999999999,76.37,7.4,26.5,3.57,94.8,Low Efficiency
STR001,Store Operations,2024-03-01,171000,168771.86,-2228.140000000014,98.7,8.5,52.6,0.57,91.8,Standard
STR001,Fresh Produce,2024-03-01,42750,56833.85,14083.849999999999,132.94,7.5,65.1,3.28,88.1,High Efficiency
STR001,Meat/Fish & Bakery,2024-03-01,33250,32573.7,-676.2999999999993,97.97,6.7,28.7,2.72,94.1,Standard
STR002,Store Operations,2024-03-01,171000,195836.11,24836.109999999986,114.52,8,58.7,1.01,93.4,High Efficiency
STR002,Fresh Produce,2024-03-01,42750,50539.92,7789.919999999998,118.22,8.1,42.1,2.1,92.9,High Efficiency
STR002,Meat/Fish & Bakery,2024-03-01,33250,33646.4,396.40000000000146,101.19,6.7,30.4,2.47,93.4,High Efficiency
STR003,Store Operations,2024-03-01,307800,248507.19,-59292.81,80.74,7.3,34.1,0.82,93.7,Low Efficiency
STR003,Fresh Produce,2024-03-01,76950,80454.14,3504.1399999999994,104.55,7.1,72.6,3.5,89.4,High Efficiency
STR003,Meat/Fish & Bakery,2024-03-01,59850,59071.06,-778.9400000000023,98.7,7.4,32.7,2.74,95.5,Standard
STR004,Store Operations,2024-03-01,307800,327606.2,19806.20000000001,106.43,10,74.1,1.29,95.7,High Efficiency
STR004,Fresh Produce,2024-03-01,76950,70359.2,-6590.800000000003,91.43,8.9,68.2,4.7,95.2,Standard
STR004,Meat/Fish & Bakery,2024-03-01,59850,70066.49,10216.490000000005,117.07,7.4,47.6,2.58,93.8,High Efficiency
STR005,Store Operations,2024-03-01,171000,180033.92,9033.920000000013,105.28,8.4,69.6,0.98,92.6,High Efficiency
STR005,Fresh Produce,2024-03-01,42750,40728.05,-2021.949999999997,95.27,6.3,11.1,4.53,93.2,Standard
STR005,Meat/Fish & Bakery,2024-03-01,33250,32861.82,-388.1800000000003,98.83,6.1,8.3,2.42,96.9,Standard
STR006,Store Operations,2024-03-01,400140,350211.88,-49928.119999999995,87.52,7.1,34.2,1.42,100,Low Efficiency
STR006,Fresh Produce,2024-03-01,100035,115409.79,15374.789999999994,115.37,6.2,20.6,2.32,91,High Efficiency
STR006,Meat/Fish & Bakery,2024-03-01,77805,96850.07,19045.070000000007,124.48,6,15,3.34,95.1,High Efficiency
STR007,Store Operations,2024-03-01,400140,401092.26,952.2600000000093,100.24,8.5,87.6,1.82,94.4,High Efficiency
STR007,Fresh Produce,2024-03-01,100035,108918.31,8883.309999999998,108.88,7.6,44.9,5.18,89.4,Standard
STR007,Meat/Fish & Bakery,2024-03-01,77805,70365.66,-7439.3399999999965,90.44,8.4,65.9,4.48,96.6,Standard
STR008,Store Operations,2024-03-01,222300,225220.49,2920.4899999999907,101.31,7.8,65.1,1.04,98.4,High Efficiency
STR008,Fresh Produce,2024-03-01,55575,59326.14,3751.1399999999994,106.75,6.7,25.9,2.2,98,High Efficiency
STR008,Meat/Fish & Bakery,2024-03-01,43225,48331.18,5106.18,111.81,9.4,100,2.47,88.6,High Efficiency
STR009,Store Operations,2024-03-01,307800,280719.96,-27080.03999999998,91.2,8.5,42.6,0.61,98.8,Standard
STR009,Fresh Produce,2024-03-01,76950,84687.82,7737.820000000007,110.06,7.1,21.7,3.24,88.9,High Efficiency
STR009,Meat/Fish & Bakery,2024-03-01,59850,73272.61,13422.61,122.43,7.4,29.6,3.88,90.2,High Efficiency
STR010,Store Operations,2024-03-01,171000,146650.87,-24349.130000000005,85.76,6.8,23.5,0.59,94.6,Low Efficiency
STR010,Fresh Produce,2024-03-01,42750,37474.97,-5275.029999999999,87.66,8.3,41.4,2.27,93.6,Low Efficiency
STR010,Meat/Fish & Bakery,2024-03-01,33250,23117.01,-10132.990000000002,69.52,7,38.1,2.93,94,Low Efficiency
STR011,Store Operations,2024-03-01,307800,269250.7,-38549.29999999999,87.48,7.7,46.6,1.28,94.6,Low Efficiency
STR011,Fresh Produce,2024-03-01,76950,73501.59,-3448.4100000000035,95.52,6.2,-26.1,2.68,93,Standard
STR011,Meat/Fish & Bakery,2024-03-01,59850,66983.04,7133.039999999994,111.92,6.5,-11.9,2.54,95.6,High Efficiency
STR012,Store Operations,2024-03-01,307800,300998.01,-6801.989999999991,97.79,8.2,48.6,1.26,95.7,Standard
STR012,Fresh Produce,2024-03-01,76950,84201.17,7251.169999999998,109.42,6.8,74.6,5.44,93.4,Standard
STR012,Meat/Fish & Bakery,2024-03-01,59850,51318.46,-8531.54,85.75,5.2,-20,2.97,100,Low Efficiency
STR013,Store Operations,2024-03-01,307800,353843.56,46043.56,114.96,7,65.4,0.81,96.2,High Efficiency
STR013,Fresh Produce,2024-03-01,76950,67869.48,-9080.520000000004,88.2,6.3,6.7,5.55,93.9,Low Efficiency
STR013,Meat/Fish & Bakery,2024-03-01,59850,62343.45,2493.449999999997,104.17,8.2,39.4,4.07,89.3,High Efficiency
STR014,Store Operations,2024-03-01,307800,343736.15,35936.15000000002,111.68,6,6.7,1.38,96.5,High Efficiency
STR014,Fresh Produce,2024-03-01,76950,74544.79,-2405.2100000000064,96.87,8.1,63.1,5.71,96.4,Standard
STR014,Meat/Fish & Bakery,2024-03-01,59850,63623.5,3773.5,106.3,8.1,32.7,3.85,96,High Efficiency
STR015,Store Operations,2024-03-01,171000,159333.43,-11666.570000000007,93.18,5.8,21,1.1,97.6,Standard
STR015,Fresh Produce,2024-03-01,42750,42318.97,-431.02999999999884,98.99,6.2,-0.7,3.31,91.4,Standard
STR015,Meat/Fish & Bakery,2024-03-01,33250,33126.48,-123.5199999999968,99.63,9.4,89.6,3.97,93.2,Standard
STR016,Store Operations,2024-03-01,171000,101450.51,-69549.49,59.33,7.3,29.9,1.5,95.3,Low Efficiency
STR016,Fresh Produce,2024-03-01,42750,42908.76,158.76000000000204,100.37,8.3,70.6,5.94,92.1,Standard
STR016,Meat/Fish & Bakery,2024-03-01,33250,34155.2,905.1999999999971,102.72,8.6,68,3.15,96.1,High Efficiency
STR017,Store Operations,2024-03-01,307800,291163.19,-16636.809999999998,94.59,6.4,7.8,1.57,96.2,Standard
STR017,Fresh Produce,2024-03-01,76950,74246.16,-2703.8399999999965,96.49,5.9,6.2,4.45,91.5,Standard
STR017,Meat/Fish & Bakery,2024-03-01,59850,41714.94,-18135.059999999998,69.7,8.9,46.3,4.18,91.6,Low Efficiency
STR018,Store Operations,2024-03-01,171000,168681.17,-2318.829999999987,98.64,9,93.1,1.34,90.1,Standard
STR018,Fresh Produce,2024-03-01,42750,34805.96,-7944.040000000001,81.42,8.6,51.4,3.67,97.1,Low Efficiency
STR018,Meat/Fish & Bakery,2024-03-01,33250,27020.19,-6229.810000000001,81.26,8.2,60.5,3.05,96.4,Low Efficiency
STR019,Store Operations,2024-03-01,307800,320598.2,12798.200000000012,104.16,7,38.6,1.89,95.9,High Efficiency
STR019,Fresh Produce,2024-03-01,76950,79820.7,2870.699999999997,103.73,6.6,13.9,3.06,89.9,High Efficiency
STR019,Meat/Fish & Bakery,2024-03-01,59850,50995.65,-8854.349999999999,85.21,7.4,30.9,3.22,93.4,Low Efficiency
STR020,Store Operations,2024-03-01,133380,147997.04,14617.040000000008,110.96,5.9,-16.8,0.65,93.2,High Efficiency
STR020,Fresh Produce,2024-03-01,33345,36821.45,3476.449999999997,110.43,8.8,48.8,5.36,95.7,Standard
STR020,Meat/Fish & Bakery,2024-03-01,25935,26672.62,737.619999999999,102.84,8.5,39.1,1.64,97.8,High Efficiency
STR021,Store Operations,2024-03-01,171000,160075.17,-10924.829999999987,93.61,8.4,44.7,1.38,96.6,Standard
STR021,Fresh Produce,2024-03-01,42750,44683.69,1933.6900000000023,104.52,8.9,51.6,2.7,91.7,High Efficiency
STR021,Meat/Fish & Bakery,2024-03-01,33250,35055.28,1805.2799999999988,105.43,8.6,37.2,3.02,94.2,High Efficiency
STR022,Store Operations,2024-03-01,307800,277342.16,-30457.840000000026,90.1,7.7,24.5,1.47,91.9,Standard
STR022,Fresh Produce,2024-03-01,76950,58822.7,-18127.300000000003,76.44,8.3,60.2,2.68,90.4,Low Efficiency
STR022,Meat/Fish & Bakery,2024-03-01,59850,81306.4,21456.399999999994,135.85,7.1,27.6,2.15,95.5,High Efficiency
STR023,Store Operations,2024-03-01,222300,206988.18,-15311.820000000007,93.11,6.4,38.6,0.82,97.5,Standard
STR023,Fresh Produce,2024-03-01,55575,54327.07,-1247.9300000000003,97.75,6.4,22.9,2.34,93,Standard
STR023,Meat/Fish & Bakery,2024-03-01,43225,46397.15,3172.1500000000015,107.34,8.7,50.2,3.86,88.9,High Efficiency
STR024,Store Operations,2024-03-01,171000,212309.24,41309.23999999999,124.16,7.4,-7.6,1.2,95.3,High Efficiency
STR024,Fresh Produce,2024-03-01,42750,51427.54,8677.54,120.3,6.7,26.1,2.48,94.4,High Efficiency
STR024,Meat/Fish & Bakery,2024-03-01,33250,29655.73,-3594.2700000000004,89.19,8.1,66.1,4.1,92.2,Low Efficiency
